10.52038872,4.2
10.50646996,4.171752838
10.47205112,4.146259124
10.42779831,4.129681244
10.37862853,4.116586112
10.31962479,4.108227517
10.25078709,4.099590302
10.17703242,4.094017905
10.09344379,4.090395847
10.0000212,4.08635586
9.896764655,4.081758633
9.788591132,4.078972434
9.68041761,4.075628996
9.572244088,4.071867629
9.464070565,4.06908143
9.355897043,4.065598682
9.24772352,4.061698005
9.139549998,4.057658017
9.031376475,4.0532001
8.923202953,4.046234604
8.81502943,4.037597389
8.706855908,4.028263625
8.598682385,4.018094001
8.490508863,4.007088518
8.382335341,3.995247175
8.274161818,3.983405832
8.165988296,3.97017139
8.057814773,3.957912118
7.949641251,3.945374225
7.841467728,3.933114953
7.733294206,3.92155223
7.625120683,3.912079155
7.516947161,3.901909531
7.408773639,3.893550937
7.300600116,3.884774412
7.192426594,3.878087536
7.084253071,3.87070411
6.976079549,3.863320685
6.867906026,3.856494499
6.759732504,3.849946933
6.651558981,3.843120747
6.543385459,3.835598012
6.435211936,3.828214586
6.327038414,3.819995301
6.218864892,3.813029805
6.110691369,3.803556731
6.002517847,3.794640896
5.894344324,3.786421611
5.786170802,3.777227157
5.677997279,3.768032703
5.569823757,3.758002389
5.461650234,3.748668624
5.353476712,3.73961348
5.245303189,3.729722476
5.137129667,3.719692162
5.028956145,3.709661848
4.920782622,3.699074294
4.8126091,3.688626051
4.704435577,3.679013666
4.596262055,3.668286803
4.488088532,3.657420629
4.37991501,3.646833076
4.271741487,3.636802762
4.163567965,3.625240039
4.055394442,3.615070415
3.94722092,3.603507692
3.839047398,3.591944969
3.730873875,3.578710527
3.622700353,3.566033325
3.51452683,3.552102333
3.406353308,3.538867891
3.298179785,3.527723098
3.190006263,3.517414164
3.08183274,3.508637639
2.973659218,3.499025255
2.865485695,3.488716322
2.757312173,3.477432218
2.649138651,3.465590876
2.540965128,3.448316446
2.432791606,3.429370297
2.324618083,3.410006219
2.216444561,3.390642141
2.108271038,3.369049104
2.000097516,3.346480898
1.891923993,3.322380282
1.783750471,3.298001047
1.675576948,3.270974923
1.567403426,3.241719841
1.459229904,3.213718548
1.351056381,3.186971044
1.242882859,3.16119871
1.134709336,3.133893966
1.026535814,3.106728533
0.918362291,3.073600635
0.810188769,3.041454098
0.702015246,3.00854987
0.593841724,2.973906479
0.485668201,2.938223239
0.377494679,2.903503228
0.269321157,2.869177265
0.161147634,2.837303156
0.052974112,2.810741399
0,2.8
